,Unnamed: 0,job_title,company,job_location,country,location_type,skills,job_link,employment_type
588,588,Data Engineer 2,Angel broking,India,India,Domestic,"['Big Data', 'Apache Spark', 'Machine Learning', 'Application Programming Interface (API)', 'Apache Hadoop', 'Research', 'Command-Line Interface']",https://www.indeed.co.in/rc/clk?jk=d70de13abda18d11&fccid=9707fd4da7926bb7&vjs=3,Part-time
589,589,Data Engineer II,Microsoft,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Big Data', 'Machine Learning', 'Data Pipelines', 'Business Intelligence', 'Data Analysis', 'Data Visualization', 'Communication', 'Leadership', 'JavaScript (Programming Language)', 'Predictive Modeling', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=c7a841790acd6866&fccid=734cb5a01ee60f80&vjs=3,Full-time
590,590,Technical Research Analyst,Angel broking,India,India,Domestic,"['Machine Learning', 'Communication', 'Presentations', 'JavaScript (Programming Language)', 'Command-Line Interface']",https://www.indeed.co.in/rc/clk?jk=18546b131798c067&fccid=9707fd4da7926bb7&vjs=3,Contract
591,591,Software Engineer,Moveworks,"Bengaluru, Karnataka",India,Domestic,"['Machine Learning', 'Continuous Delivery', 'Linux', 'NoSQL', 'Application Programming Interface (API)']",https://www.indeed.co.in/rc/clk?jk=f5b0f00e4c2a7679&fccid=e3ab92cfb41ef750&vjs=3,Contract
592,592,DNA Team - Data Engineer,data.ai,"Hyderabad, Telangana",India,Domestic,"['Extract Transform Load (ETL)', 'Apache Spark', 'Machine Learning', 'Data Pipelines', 'Git (Version Control System)', 'Artificial Intelligence', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=2c0ce0b005d29e0f&fccid=6a918ba2c69a0390&vjs=3,Internship
593,593,Quality Engineer 2,Angel broking,India,India,Domestic,"['Redis', 'Machine Learning', 'Analytical Skills', 'Automation', 'Communication', 'Project Management', 'JavaScript (Programming Language)', 'Command-Line Interface']",https://www.indeed.co.in/rc/clk?jk=6a25ea8946413d53&fccid=9707fd4da7926bb7&vjs=3,Contract
594,594,Quality Control Inspector - India,Fictiv,"Bengaluru, Karnataka",India,Domestic,"['Sales', 'Machine Learning', 'Creativity', 'Communication', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=5e08f072a3bb0c9e&fccid=611a140f643cc42d&vjs=3,Full-time
595,595,Software Engineer III – Fundamentals (DS),FactSet Research Systems,"Hyderabad, Telangana",India,Domestic,"['Big Data', 'Apache Spark', 'MATLAB', 'Natural Language Processing (NLP)', 'Machine Learning', 'Automation', 'Linux', 'NoSQL', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Data Mining', 'Mentorship', 'Research', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=612aee02f907b1bd&fccid=7ca19d158e5b580d&vjs=3,Temporary
596,596,Software Engineer 2,Dell Technologies,"Bengaluru, Karnataka",India,Domestic,"['Operating Systems', 'Machine Learning', 'Software Architecture', 'Git (Version Control System)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=00ff1b701d6547bf&fccid=dd09fe3b43125016&vjs=3,Temporary
597,597,Manager,Genpact,"Gurgaon, Haryana",India,Domestic,"['Big Data', 'Data Mining', 'Predictive Analytics', 'Apache Hadoop', 'JavaScript (Programming Language)', 'Data Warehousing', 'PySpark', 'Docker (Software)', 'Machine Learning', 'Data Visualization', 'Git (Version Control System)', 'PyTorch (Machine Learning Library)', 'Research', 'Graphical User Interface', 'Command-Line Interface', 'Jenkins', 'Communication', 'Automated Machine Learning', 'Data Integration', 'Network Address Translation', 'Apache Spark', 'Linux']",https://www.indeed.co.in/rc/clk?jk=dad7b15f69031a14&fccid=afe30394bfba1470&vjs=3,Internship
598,598,Senior Reservoir engineer,Shell,"Bengaluru, Karnataka",India,Domestic,"['Big Data', 'Machine Learning', 'Self-Motivation', 'Parallel Computing', 'Presentations', 'Service Level Management', 'Project Management', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=4ff6f4e23f1b49dc&fccid=167aa4ca2fe7d8e6&vjs=3,Full-time
599,599,Engineer,TransUnion,"Pune, Maharashtra",India,Domestic,"['CompTIA Security+', 'Machine Learning', 'Automation', 'Communication', 'Application Programming Interface (API)', 'Time Management', 'JavaScript (Programming Language)']",https://www.indeed.co.in/rc/clk?jk=c0bd750d55963a06&fccid=663ece44ae074b32&vjs=3,Temporary
600,600,Staff Data Engineer,Angel broking,India,India,Domestic,"['Process Improvement', 'Apache Cassandra', 'Big Data', 'Apache Spark', 'Machine Learning', 'Data Pipelines', 'NoSQL', 'Git (Version Control System)', 'Research', 'Command-Line Interface']",https://www.indeed.co.in/rc/clk?jk=b9bb6faf6bd2fa29&fccid=9707fd4da7926bb7&vjs=3,Internship
601,601,Lead Software Engineer,opentext,"Hyderabad, Telangana",India,Domestic,"['Artificial Neural Networks', 'Software Quality (SQA/SQC)', 'Test-Driven Development (TDD)', 'Load Balancing', 'Natural Language Processing (NLP)', 'Machine Learning', 'Long Short-Term Memory (LSTM)', 'Object Detection', 'Communication', 'Deep Learning', 'Git (Version Control System)', 'PyTorch (Machine Learning Library)', 'JavaScript (Programming Language)', 'Teamwork', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=1fd8f902f1ed9915&fccid=c908408e676247d6&vjs=3,Part-time
602,602,We are Looking for - System Design/Architecture Engineer,AiRo Digital Labs,"Gurgaon, Haryana",India,Domestic,"['Conversational AI', 'Machine Learning', 'Robotic Process Automation', 'Automation', 'Communication', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=0dd0a3385131d46d&fccid=e48abb3c5847dcfe&vjs=3,Part-time
603,603,Senior Software Engineer- Frontend,BigShyft,"Hyderabad, Telangana",India,Domestic,"['Big Data', 'Machine Learning', 'Product Management', 'NoSQL', 'Software As A Service (SaaS)', 'Internet Of Things (IoT)']",https://www.indeed.co.in/rc/clk?jk=beb166ac3e0d19a5&fccid=df4303b9957be85e&vjs=3,Internship
604,604,Senior Software Engineer,Global Payments (Beamery),"Noida, Uttar Pradesh",India,Domestic,"['CompTIA Security+', 'Operating Systems', 'MATLAB', 'Mobile Application Development', 'Linux', 'NoSQL', 'Application Programming Interface (API)', 'Apache Hadoop', 'Software Development Life Cycle', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=a126b650009e4cc9&fccid=601d247dd15a77e6&vjs=3,Temporary
605,605,MLOps Engineer,iMerit,"Bengaluru, Karnataka",India,Domestic,"['Computer Vision', 'Statistical Modeling', 'Data Mining', 'Version Control', 'Docker (Software)', 'Machine Learning', 'Statistical Analysis', 'Git (Version Control System)', 'CI/CD', 'Command-Line Interface', 'MLOps (Machine Learning Operations)', 'Automation', 'Jenkins', 'Application Programming Interface (API)', 'Kubernetes', 'Artificial Intelligence', 'Network Address Translation', 'Natural Language Processing (NLP)', 'Software As A Service (SaaS)', 'Containerization']",https://www.indeed.co.in/rc/clk?jk=6736cc437435aecf&fccid=719457ce8a359eb5&vjs=3,Part-time
606,606,IT Developer II - DevOps Engineer (AWS),AGCO,"Bengaluru, Karnataka",India,Domestic,"['Big Data', 'Software Quality (SQA/SQC)', 'Business Intelligence', 'Kubernetes', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=dfb0e7aa58bdb200&fccid=d576b5b1f45626a0&vjs=3,Contract
607,607,Senior Test Engineer,Ericsson,"Gurgaon, Haryana",India,Domestic,"['Operating Systems', 'IBM Z/VM', 'Virtual Machines', 'Creativity', 'Linux', 'Systems Development Life Cycle', 'Kubernetes', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=e354605dd0f170c1&fccid=82656d64a9a3e6a7&vjs=3,Full-time
608,608,Data Engineer-DOP-Delhi,NISG (National Institute for Smart Government),"New Delhi, Delhi",India,Domestic,"['CompTIA Security+', 'Extract Transform Load (ETL)', 'Apache Spark', 'Machine Learning', 'Data Pipelines', 'Computer-Aided Design', 'Data Analysis', 'Analytical Skills', 'Database Management Systems', 'Data Visualization', 'Communication', 'Data Mining', 'Data Governance', 'JavaScript (Programming Language)', 'Data Security', 'Teamwork', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=1b8560deb0023e36&fccid=92491992cadee0f4&vjs=3,Internship
609,609,LiDAR SW Development - Senior Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka",India,Domestic,"['Machine Learning', 'Linux', 'Object Detection', 'Communication', 'Service Level Management', 'Deep Learning', 'Software Development Life Cycle', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=de09e6aa600d0569&fccid=9ab138c02aaca829&vjs=3,Full-time
610,610,SDE 3 (Backend Developer)- AMX- Golang,Angel broking,India,India,Domestic,"['Machine Learning', 'Analytical Skills', 'Git (Version Control System)', 'Application Programming Interface (API)', 'JavaScript (Programming Language)', 'Graphical User Interface']",https://www.indeed.co.in/rc/clk?jk=95aeb954947c2517&fccid=9707fd4da7926bb7&vjs=3,Part-time
611,611,Sr.Software Engineer - Backend,Hinge Health,"Bengaluru, Karnataka",India,Domestic,"['Computer Vision', 'GraphQL', 'JavaScript (Programming Language)', 'Microservices', 'Docker (Software)', 'Machine Learning', 'Git (Version Control System)', 'Graphical User Interface', 'CI/CD', 'Command-Line Interface', 'Sales', 'Communication', 'Application Programming Interface (API)', 'Kubernetes', 'Network Address Translation', 'CompTIA Security+', 'Redis', 'Salesforce', 'Leadership']",https://www.indeed.co.in/rc/clk?jk=d0ea6d4f10bd86dd&fccid=ec798be206d0335c&vjs=3,Internship
612,612,Staff Software Engineer - Full Stack,Hinge Health,"Bengaluru, Karnataka",India,Domestic,"['Computer Vision', 'GraphQL', 'JavaScript (Programming Language)', 'Microservices', 'Docker (Software)', 'Machine Learning', 'Git (Version Control System)', 'Graphical User Interface', 'CI/CD', 'Command-Line Interface', 'Sales', 'Communication', 'Application Programming Interface (API)', 'Kubernetes', 'Network Address Translation', 'CompTIA Security+', 'Redis', 'Salesforce', 'Leadership']",https://www.indeed.co.in/rc/clk?jk=5af6c493fdc35c74&fccid=ec798be206d0335c&vjs=3,Temporary
613,613,SDE 3 (Backend Developer- RMS/ OMS),Angel broking,India,India,Domestic,"['Analytical Skills', 'Command-Line Interface', 'Application Programming Interface (API)', 'JavaScript (Programming Language)', 'Graphical User Interface']",https://www.indeed.co.in/rc/clk?jk=6eadaa3ad5c3eb1c&fccid=9707fd4da7926bb7&vjs=3,Internship
614,614,Senior Scala Data Engineering Developer,Hewlett Packard Enterprise,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Big Data', 'Graphical User Interface', 'Apache Spark', 'GraphQL', 'Machine Learning', 'Automation', 'Jenkins', 'Software As A Service (SaaS)', 'Communication', 'Git (Version Control System)', 'Service Level Management', 'Kubernetes', 'JavaScript (Programming Language)', 'CI/CD', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=c91d0173131f4cfd&fccid=216eb700022de6f6&vjs=3,Part-time
615,615,Sr.Software Engineer - Full Stack,Hinge Health,"Bengaluru, Karnataka",India,Domestic,"['Computer Vision', 'GraphQL', 'JavaScript (Programming Language)', 'Microservices', 'Docker (Software)', 'Machine Learning', 'Git (Version Control System)', 'Graphical User Interface', 'CI/CD', 'Command-Line Interface', 'Sales', 'Communication', 'Application Programming Interface (API)', 'Kubernetes', 'Network Address Translation', 'CompTIA Security+', 'Redis', 'Salesforce', 'Leadership']",https://www.indeed.co.in/rc/clk?jk=85662ca5d3f98711&fccid=ec798be206d0335c&vjs=3,Contract
616,616,Sr Engineer,TransUnion,"Pune, Maharashtra",India,Domestic,"['CompTIA Security+', 'Machine Learning', 'Model View Controller', 'Automation', 'Communication', 'Application Programming Interface (API)', 'Service Level Management', 'Time Management', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=a794fa96ee3dc7fd&fccid=663ece44ae074b32&vjs=3,Part-time
617,617,Associate Software Engineer,Global Payments (Beamery),"Noida, Uttar Pradesh",India,Domestic,"['CompTIA Security+', 'Operating Systems', 'HyperText Markup Language (HTML)', 'Mobile Application Development', 'Linux', 'NoSQL', 'Application Programming Interface (API)', 'Apache Hadoop', 'Software Development Life Cycle', 'Command-Line Interface']",https://www.indeed.co.in/rc/clk?jk=a574d277b23c9681&fccid=601d247dd15a77e6&vjs=3,Contract
618,618,Senior Software Engineer,Global Payments,"Noida, Uttar Pradesh",India,Domestic,"['CompTIA Security+', 'Operating Systems', 'MATLAB', 'Mobile Application Development', 'Linux', 'NoSQL', 'Application Programming Interface (API)', 'Apache Hadoop', 'Software Development Life Cycle', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=a67450fffc85f793&fccid=601d247dd15a77e6&vjs=3,Internship
619,619,Software Engineer II - Full Stack (Mid-Level),Hinge Health,"Bengaluru, Karnataka",India,Domestic,"['Computer Vision', 'GraphQL', 'JavaScript (Programming Language)', 'Docker (Software)', 'Machine Learning', 'Git (Version Control System)', 'Graphical User Interface', 'CI/CD', 'Command-Line Interface', 'Serverless Computing', 'Sales', 'Communication', 'Application Programming Interface (API)', 'Kubernetes', 'Network Address Translation', 'CompTIA Security+', 'Redis', 'Salesforce', 'Leadership']",https://www.indeed.co.in/rc/clk?jk=4ed592cc4586a6c6&fccid=ec798be206d0335c&vjs=3,Full-time
620,620,Software Engineer/CTO,HSBC,"Pune, Maharashtra",India,Domestic,"['Machine Learning', 'Automation', 'Jenkins', 'Communication', 'Project Management', 'JIRA', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=3ec27d167ff4996b&fccid=04c9b139c84ea1b5&vjs=3,Internship
621,621,IoT Engineer,Gravton Motors,"Cherlapally, Hyderabad, Telangana",India,Domestic,"['CompTIA Security+', 'Big Data', 'Network Security', 'Machine Learning', 'Linux', 'Communication', 'Software Architecture', 'JavaScript (Programming Language)', 'Data Security', 'Internet Of Things (IoT)']",https://www.indeed.co.in/rc/clk?jk=110d7b26faff185b&fccid=ad2f2c4486520581&vjs=3,Internship
622,622,Sr. Software Engineer – Platform testing (RM 687),Source-right,"Bengaluru, Karnataka",India,Domestic,"['Shell Script', 'Machine Learning', 'Linux', 'Communication', 'Network Address Translation', 'JavaScript (Programming Language)', 'Version Control']",https://www.indeed.co.in/rc/clk?jk=1326fa4a1c862a63&fccid=83f459d123058589&vjs=3,Contract
623,623,Software Engineer-Full Stack,Builder.ai - What would you Build?,"Gurgaon, Haryana",India,Domestic,"['CompTIA Security+', 'HyperText Markup Language (HTML)', 'Automation', 'Linux', 'Kubernetes', 'JavaScript (Programming Language)']",https://www.indeed.co.in/rc/clk?jk=c678a2b393ef80fb&fccid=f2413f058064dc95&vjs=3,Internship
624,624,SRE/DevOps Engineer,Traydstream,"Mumbai, Maharashtra",India,Domestic,"['CompTIA Security+', 'Public Cloud', 'Machine Learning', 'CI/CD', 'Agile Methodology', 'Automation', 'Linux', 'Incident Management', 'Terraform', 'Git (Version Control System)', 'Command-Line Interface', 'SMTP (Simple Mail Transfer Protocol)', 'Kubernetes', 'Grafana', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=618e7aecbf17dac1&fccid=e36ba900c0e036b4&vjs=3,Temporary
625,625,Senior Data Engineer,"UWorld, LLC","Hyderabad, Telangana",India,Domestic,"['Big Data', 'JSON', 'Data Warehousing', 'PySpark', 'Shell Script', 'Machine Learning', 'Data Pipelines', 'Git (Version Control System)', 'Tableau (Business Intelligence Software)', 'Sales', 'Communication', 'Application Programming Interface (API)', 'Network Address Translation', 'Apache Spark', 'Business Intelligence', 'Data Analysis', 'Database Management Systems', 'Linux', 'NoSQL', 'Software Architecture']",https://www.indeed.co.in/rc/clk?jk=cf8c400beae7b154&fccid=b46520827b78454f&vjs=3,Temporary
626,626,Lead Software Engineer (Back-end)- Bangalore,Cermati.com,"Bengaluru, Karnataka",India,Domestic,"['Redis', 'Pandas (Python Package)', 'Apache Spark', 'Machine Learning', 'NoSQL', 'Apache HBase', 'Business Development', 'Service Level Management', 'Project Management', 'Mentorship', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=c6ce387f524fa945&fccid=72115f61555c057a&vjs=3,Contract
627,627,"Software Engineer,Core Platform",Moveworks,"Bengaluru, Karnataka",India,Domestic,"['Sales', 'Conversational AI', 'Salesforce', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=4ed976971a5faf09&fccid=e3ab92cfb41ef750&vjs=3,Part-time
628,628,Senior QA Engineer,Socure,"Chennai, Tamil Nadu",India,Domestic,"['Machine Learning', 'Selenium (Software)', 'Automation', 'Git (Version Control System)', 'Application Programming Interface (API)', 'Predictive Analytics', 'Test Automation', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=0ec0d0e563a86d48&fccid=1f46c8b913449a16&vjs=3,Internship
629,629,Azure Data Engineer,AANSEACORE INC.,Remote,India,Domestic,"['Artificial Intelligence', 'Machine Learning', 'Business Intelligence', 'Computer-Aided Design', 'Communication', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Teamwork']",https://www.indeed.co.in/company/AANSEACORE/jobs/Azure-Data-Engineer-e0a43d35de2cebe9?fccid=4552df2d12ae1cad&vjs=3,Part-time
630,630,Data Analyst,Johnson & Johnson,"Pune, Maharashtra",India,Domestic,"['Extract Transform Load (ETL)', 'Statistical Modeling', 'Machine Learning', 'Business Intelligence', 'Data Pipelines', 'Data Visualization', 'Customer Acquisition Management', 'Descriptive Statistics', 'Communication', 'Data Mining', 'Business Metrics', 'Customer Service', 'Research', 'Operational Efficiency', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=d0625d144df3d3ab&fccid=0bed8e17bc113980&vjs=3,Internship
631,631,"Software Engineer - Data Platform,",Eightfold.AI,"Bengaluru, Karnataka",India,Domestic,"['Redis', 'Machine Learning', 'Computer-Aided Design', 'Application Programming Interface (API)', 'Data Integration', 'Artificial Intelligence', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=1aed07647c61bfc6&fccid=181504b42c0a09a7&vjs=3,Full-time
632,632,TTS Commercial Cards Senior QA Analyst,Citi,"Chennai, Tamil Nadu",India,Domestic,"['Graphical User Interface', 'Machine Learning', 'Selenium (Software)', 'Automation', 'Communication', 'Application Programming Interface (API)', 'Git (Version Control System)', 'Test Automation', 'Leadership', 'Network Address Translation', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=38826583b6546b7e&fccid=5bcd1ef0a7f4fb99&vjs=3,Temporary
633,633,Senior Consultant - API & UI Testing,AstraZeneca,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Extract Transform Load (ETL)', 'Public Cloud', 'Graphical User Interface', 'Apache Spark', 'Machine Learning', 'Data Pipelines', 'Application Programming Interface (API)', 'Command-Line Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=1a436495b398abd2&fccid=003656df63cede32&vjs=3,Part-time
634,634,"Sr.Engineering Manager, Platform",Hinge Health,"Bengaluru, Karnataka",India,Domestic,"['Computer Vision', 'GraphQL', 'JavaScript (Programming Language)', 'Docker (Software)', 'Machine Learning', 'Git (Version Control System)', 'Graphical User Interface', 'CI/CD', 'Command-Line Interface', 'Sales', 'Automation', 'Communication', 'Application Programming Interface (API)', 'Project Management', 'Kubernetes', 'Network Address Translation', 'CompTIA Security+', 'Redis', 'Software As A Service (SaaS)', 'Leadership']",https://www.indeed.co.in/rc/clk?jk=93c9428b3de18fcf&fccid=ec798be206d0335c&vjs=3,Full-time
635,635,"Sr Data Engineer (Front End All Data, PBI Dashboarding Visualization)",AT&T,"Hyderabad, Telangana",India,Domestic,"['Machine Learning', 'Business Intelligence', 'Profit And Loss (P&L) Management', 'Data Lineage', 'Communication', 'Tableau (Business Intelligence Software)', 'Data Integration', 'Leadership', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Data Warehousing']",https://www.indeed.co.in/rc/clk?jk=ff16ab975eee7210&fccid=25b5166547bbf543&vjs=3,Contract
636,636,Lead SDET- AI,Eightfold.AI,"Bengaluru, Karnataka",India,Domestic,"['Artificial Intelligence', 'Machine Learning', 'Computer-Aided Design', 'Communication', 'Test Automation', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=b02d9c831b630733&fccid=181504b42c0a09a7&vjs=3,Temporary
637,637,Java Developer - Pune,Wissen Technology,"Pune, Maharashtra",India,Domestic,"['Sales', 'Big Data', 'Artificial Intelligence', 'Machine Learning', 'Business Intelligence', 'Analytical Skills', 'Robotic Process Automation', 'Database Management Systems', 'Automation', 'Linux', 'Communication', 'Application Programming Interface (API)', 'Leadership', 'JavaScript (Programming Language)']",https://www.indeed.co.in/rc/clk?jk=950f53577602d325&fccid=35624527cbf63975&vjs=3,Contract
638,638,"Software Engineer, Core Infrastructure",Moveworks.ai,"Bengaluru, Karnataka",India,Domestic,"['Conversational AI', 'Docker (Software)', 'Machine Learning', 'A/B Testing', 'Application Programming Interface (API)', 'Network Address Translation', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=330404da1dada6e7&fccid=5b4ea6c0422a3b24&vjs=3,Part-time
639,639,Platform Solutions (ETF Accelerator) - Software Engineer - Analyst - Bengaluru,Goldman Sachs,"Bengaluru, Karnataka",India,Domestic,"['Software Quality (SQA/SQC)', 'HyperText Markup Language (HTML)', 'GraphQL', 'Machine Learning', 'NoSQL', 'Command-Line Interface', 'Communication', 'Application Programming Interface (API)', 'Systems Development Life Cycle', 'Git (Version Control System)', 'Software Development Life Cycle', 'Strategic Thinking', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=e466383e5b8dc19c&fccid=16a97ed26c75bf2d&vjs=3,Contract
640,640,RSA Archer Engineer,Amex,"Bengaluru, Karnataka",India,Domestic,"['Kotlin', 'Machine Learning', 'Automation', 'Communication', 'Application Programming Interface (API)', 'Systems Development Life Cycle', 'Test Automation', 'Git (Version Control System)', 'Leadership', 'Network Address Translation', 'JavaScript (Programming Language)', 'Microservices']",https://www.indeed.co.in/rc/clk?jk=2268b62aa3d64cd0&fccid=f057e04c37cca134&vjs=3,Temporary
641,641,IT Data Engineering Graduate Trainee,Boston Consulting Group,"New Delhi, Delhi",India,Domestic,"['PySpark', 'Extract Transform Load (ETL)', 'Apache Spark', 'Machine Learning', 'Data Pipelines', 'Business Intelligence', 'Adaptability', 'Communication', 'Data Governance', 'Data Warehousing', 'Network Address Translation', 'JIRA', 'JavaScript (Programming Language)', 'Organizational Skills', 'Version Control']",https://www.indeed.co.in/rc/clk?jk=46058dd743c21750&fccid=b95f9eb47968fa13&vjs=3,Internship
642,642,"Data Analyst, Data Analytics",Cardinal Health,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Machine Learning', 'Data Pipelines', 'Data Visualization', 'Jenkins', 'Data Governance', 'Application Programming Interface (API)', 'Tableau (Business Intelligence Software)', 'Google Cloud Platform (GCP)', 'Artificial Intelligence', 'CI/CD', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=f504b86556ebb6c4&fccid=87b328666e50453b&vjs=3,Part-time
643,643,Robotics Process Automation Engineer-Finance,HP,"Bengaluru, Karnataka",India,Domestic,"['Business Process Automation', 'Machine Learning', 'Computer-Aided Design', 'Analytical Skills', 'Automation', 'Communication', 'Git (Version Control System)', 'Process Optimization', 'JavaScript (Programming Language)', 'Graphical User Interface', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=87c4682c299743e8&fccid=c8eabfdb4fcf2d28&vjs=3,Internship
644,644,Software Development Engineer,Apple,"Hyderabad, Telangana",India,Domestic,"['Machine Learning', 'Automation', 'Communication', 'Application Programming Interface (API)', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=40bc35fa2df7cd31&fccid=c1099851e9794854&vjs=3,Contract
645,645,Computer Vision Software Engineer,RevenueMantra,"Mumbai, Maharashtra",India,Domestic,"['Computer Vision', 'Artificial Intelligence', 'Machine Learning', 'Automation', 'Embedded Systems', 'JavaScript (Programming Language)', 'Mixed Reality']",https://www.indeed.co.in/company/RevenueMantra/jobs/Computer-Vision-Software-Engineer-115885fdfd12526f?fccid=a15876159cbcf7d3&vjs=3,Contract
646,646,"Lead Engineer - 2,Data Engineer",PepsiCo,"Hyderabad, Telangana",India,Domestic,"['Process Improvement', 'Extract Transform Load (ETL)', 'Apache Spark', 'Machine Learning', 'Data Pipelines', 'Analytical Skills', 'Customer Acquisition Management', 'Jenkins', 'Application Programming Interface (API)', 'Business Metrics', 'Operational Efficiency', 'Artificial Intelligence']",https://www.indeed.co.in/rc/clk?jk=cb367e0672c4c088&fccid=2973259ddc967948&vjs=3,Internship
647,647,Quality Data Engineer,Winning Edge,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Extract Transform Load (ETL)', 'Machine Learning', 'Business Intelligence', 'Data Analysis', 'Data Visualization', 'Profit And Loss (P&L) Management', 'Communication', 'Application Programming Interface (API)', 'Data Integration', 'Git (Version Control System)', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/company/Winning-Edge/jobs/Quality-Data-Engineer-f4b3e2435336dc67?fccid=d5c4a1f49c103f47&vjs=3,Contract
648,648,PHP Developer //1-3years,Altrosyn Technologies Pvt Ltd,"Chennai, Tamil Nadu",India,Domestic,"['CompTIA Security+', 'Big Data', 'HyperText Markup Language (HTML)', 'Machine Learning', 'Model View Controller', 'Software As A Service (SaaS)', 'JavaScript (Programming Language)', 'Command-Line Interface', 'Internet Of Things (IoT)']",https://www.indeed.co.in/company/Altrosyn-Technologies-Pvt-Ltd/jobs/PHP-Developer-f08503eddb45c293?fccid=190d806423436d81&vjs=3,Internship
649,649,Business Analyst (FT),OPALFORCE.COM,"Bengaluru, Karnataka",India,Domestic,"['Cloud Migration', 'Machine Learning', 'Data Analysis', 'Analytical Skills', 'Data Visualization', 'Communication', 'Microsoft Excel', 'Google Cloud Platform (GCP)', 'Project Management', 'Kubernetes', 'JavaScript (Programming Language)', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=2e5218f9c3e4fcc6&fccid=69c6079ba98e6cd0&vjs=3,Internship
650,650,Security SME Senior Software Engineer,Rockwell Automation,"Bengaluru, Karnataka",India,Domestic,"['CompTIA Security+', 'Network Security', 'Numerical Analysis', 'Machine Learning', 'Agile Methodology', 'Automation', 'Penetration Testing', 'Git (Version Control System)', 'Application Programming Interface (API)', 'Service Level Management', 'DevSecOps', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=b20b5d7cb91b87dc&fccid=a4b7e90c6a891db3&vjs=3,Internship
651,651,DevOps and Infrastructure Engineer (SDE-3),"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana",India,Domestic,"['CompTIA Security+', 'Artificial Intelligence', 'Machine Learning', 'Command-Line Interface', 'Software Development Life Cycle', 'JavaScript (Programming Language)', 'CI/CD', 'Network Address Translation']",https://www.indeed.co.in/rc/clk?jk=9628484ff69007b5&fccid=c46d0116f6e69eae&vjs=3,Full-time
